model,step,step_num,layer,module,metric,value
EleutherAI/pythia-410m-deduped,0,0,11,mlp.dense_h_to_4h,stable_rank,458.44499375351927
EleutherAI/pythia-410m-deduped,0,0,12,attention.dense,stable_rank,256.1971144007905
EleutherAI/pythia-410m-deduped,0,0,12,attention.query_key_value,stable_rank,413.97048316199215
EleutherAI/pythia-410m-deduped,0,0,12,mlp.dense_4h_to_h,stable_rank,454.8740320014743
EleutherAI/pythia-410m-deduped,0,0,12,mlp.dense_h_to_4h,stable_rank,454.0776685309562
EleutherAI/pythia-410m-deduped,0,0,13,attention.dense,stable_rank,260.8020640243928
EleutherAI/pythia-410m-deduped,0,0,13,attention.query_key_value,stable_rank,413.30524281808727
EleutherAI/pythia-410m-deduped,0,0,13,mlp.dense_4h_to_h,stable_rank,453.7979525554922
EleutherAI/pythia-410m-deduped,0,0,13,mlp.dense_h_to_4h,stable_rank,456.0904818409184
EleutherAI/pythia-410m-deduped,0,0,14,attention.dense,stable_rank,250.3231810123415
EleutherAI/pythia-410m-deduped,0,0,14,attention.query_key_value,stable_rank,413.36954360231306
EleutherAI/pythia-410m-deduped,0,0,14,mlp.dense_4h_to_h,stable_rank,458.6096104261624
EleutherAI/pythia-410m-deduped,0,0,14,mlp.dense_h_to_4h,stable_rank,457.3517727267919
EleutherAI/pythia-410m-deduped,0,0,15,attention.dense,stable_rank,256.73375660988063
EleutherAI/pythia-410m-deduped,0,0,15,attention.query_key_value,stable_rank,409.92186569666586
EleutherAI/pythia-410m-deduped,0,0,15,mlp.dense_4h_to_h,stable_rank,461.9263084256268
EleutherAI/pythia-410m-deduped,0,0,15,mlp.dense_h_to_4h,stable_rank,459.1307664799368
EleutherAI/pythia-410m-deduped,0,0,16,attention.dense,stable_rank,257.8267906547694
EleutherAI/pythia-410m-deduped,0,0,16,attention.query_key_value,stable_rank,412.3985728186376
EleutherAI/pythia-410m-deduped,0,0,16,mlp.dense_4h_to_h,stable_rank,455.90064435371625
EleutherAI/pythia-410m-deduped,0,0,16,mlp.dense_h_to_4h,stable_rank,461.286034933396
EleutherAI/pythia-410m-deduped,0,0,17,attention.dense,stable_rank,261.12762216751554
EleutherAI/pythia-410m-deduped,0,0,17,attention.query_key_value,stable_rank,410.3065268587189
EleutherAI/pythia-410m-deduped,0,0,17,mlp.dense_4h_to_h,stable_rank,457.2585135472054
EleutherAI/pythia-410m-deduped,0,0,17,mlp.dense_h_to_4h,stable_rank,456.2560557127774
EleutherAI/pythia-410m-deduped,0,0,18,attention.dense,stable_rank,263.4777509741742
EleutherAI/pythia-410m-deduped,0,0,18,attention.query_key_value,stable_rank,416.4123035172027
EleutherAI/pythia-410m-deduped,0,0,18,mlp.dense_4h_to_h,stable_rank,460.3991203908126
EleutherAI/pythia-410m-deduped,0,0,18,mlp.dense_h_to_4h,stable_rank,456.5159099226858
EleutherAI/pythia-410m-deduped,0,0,19,attention.dense,stable_rank,257.82320201735405
EleutherAI/pythia-410m-deduped,0,0,19,attention.query_key_value,stable_rank,412.13021992978224
EleutherAI/pythia-410m-deduped,0,0,19,mlp.dense_4h_to_h,stable_rank,457.21093346216486
EleutherAI/pythia-410m-deduped,0,0,19,mlp.dense_h_to_4h,stable_rank,458.58386090810666
EleutherAI/pythia-410m-deduped,0,0,20,attention.dense,stable_rank,258.8051500449293
EleutherAI/pythia-410m-deduped,0,0,20,attention.query_key_value,stable_rank,413.6717720025963
EleutherAI/pythia-410m-deduped,0,0,20,mlp.dense_4h_to_h,stable_rank,458.3369622815359
EleutherAI/pythia-410m-deduped,0,0,20,mlp.dense_h_to_4h,stable_rank,456.830188744918
EleutherAI/pythia-410m-deduped,0,0,21,attention.dense,stable_rank,260.82540233865154
EleutherAI/pythia-410m-deduped,0,0,21,attention.query_key_value,stable_rank,413.4299308142024
EleutherAI/pythia-410m-deduped,0,0,21,mlp.dense_4h_to_h,stable_rank,456.63059135823295
EleutherAI/pythia-410m-deduped,0,0,21,mlp.dense_h_to_4h,stable_rank,456.4445845014972
EleutherAI/pythia-410m-deduped,0,0,22,attention.dense,stable_rank,259.1012788189316
EleutherAI/pythia-410m-deduped,0,0,22,attention.query_key_value,stable_rank,413.93624345919727
EleutherAI/pythia-410m-deduped,0,0,22,mlp.dense_4h_to_h,stable_rank,457.65828112129554
EleutherAI/pythia-410m-deduped,0,0,22,mlp.dense_h_to_4h,stable_rank,459.0732558031051
EleutherAI/pythia-410m-deduped,0,0,23,attention.dense,stable_rank,259.10178430456955
EleutherAI/pythia-410m-deduped,0,0,23,attention.query_key_value,stable_rank,416.2429583180409
EleutherAI/pythia-410m-deduped,0,0,23,mlp.dense_4h_to_h,stable_rank,456.5451173384881
EleutherAI/pythia-410m-deduped,0,0,23,mlp.dense_h_to_4h,stable_rank,456.89943216754654
EleutherAI/pythia-410m-deduped,1,1,0,attention.dense,stable_rank,258.4516126377732
EleutherAI/pythia-410m-deduped,1,1,0,attention.query_key_value,stable_rank,415.0542307453941
EleutherAI/pythia-410m-deduped,1,1,0,mlp.dense_4h_to_h,stable_rank,460.04267942743
EleutherAI/pythia-410m-deduped,1,1,0,mlp.dense_h_to_4h,stable_rank,456.4622034774183
EleutherAI/pythia-410m-deduped,1,1,1,attention.dense,stable_rank,258.8888766141368
EleutherAI/pythia-410m-deduped,1,1,1,attention.query_key_value,stable_rank,415.6721097147001
EleutherAI/pythia-410m-deduped,1,1,1,mlp.dense_4h_to_h,stable_rank,458.8555776332537
EleutherAI/pythia-410m-deduped,1,1,1,mlp.dense_h_to_4h,stable_rank,457.5564745241825
EleutherAI/pythia-410m-deduped,1,1,2,attention.dense,stable_rank,259.4268508010628
EleutherAI/pythia-410m-deduped,1,1,2,attention.query_key_value,stable_rank,414.8476168570319
EleutherAI/pythia-410m-deduped,1,1,2,mlp.dense_4h_to_h,stable_rank,460.3734480830011
EleutherAI/pythia-410m-deduped,1,1,2,mlp.dense_h_to_4h,stable_rank,458.8668610989586
EleutherAI/pythia-410m-deduped,1,1,3,attention.dense,stable_rank,256.4892043928845
EleutherAI/pythia-410m-deduped,1,1,3,attention.query_key_value,stable_rank,413.5267725924057
EleutherAI/pythia-410m-deduped,1,1,3,mlp.dense_4h_to_h,stable_rank,457.5413402878879
EleutherAI/pythia-410m-deduped,1,1,3,mlp.dense_h_to_4h,stable_rank,456.62505697379567
EleutherAI/pythia-410m-deduped,1,1,4,attention.dense,stable_rank,258.16466647273853
EleutherAI/pythia-410m-deduped,1,1,4,attention.query_key_value,stable_rank,416.4012963889363
EleutherAI/pythia-410m-deduped,1,1,4,mlp.dense_4h_to_h,stable_rank,455.8586040787997
EleutherAI/pythia-410m-deduped,1,1,4,mlp.dense_h_to_4h,stable_rank,459.8732602325159
EleutherAI/pythia-410m-deduped,1,1,5,attention.dense,stable_rank,258.1181645965992
EleutherAI/pythia-410m-deduped,1,1,5,attention.query_key_value,stable_rank,416.5468309986582
EleutherAI/pythia-410m-deduped,1,1,5,mlp.dense_4h_to_h,stable_rank,456.51738036145184
EleutherAI/pythia-410m-deduped,1,1,5,mlp.dense_h_to_4h,stable_rank,458.1752284021212
EleutherAI/pythia-410m-deduped,1,1,6,attention.dense,stable_rank,255.1168215268176
EleutherAI/pythia-410m-deduped,1,1,6,attention.query_key_value,stable_rank,415.6854226029448
EleutherAI/pythia-410m-deduped,1,1,6,mlp.dense_4h_to_h,stable_rank,456.2923063510315
EleutherAI/pythia-410m-deduped,1,1,6,mlp.dense_h_to_4h,stable_rank,455.0252926520959
EleutherAI/pythia-410m-deduped,1,1,7,attention.dense,stable_rank,255.1621570476342
EleutherAI/pythia-410m-deduped,1,1,7,attention.query_key_value,stable_rank,413.7114052125096
EleutherAI/pythia-410m-deduped,1,1,7,mlp.dense_4h_to_h,stable_rank,455.7429533432084
EleutherAI/pythia-410m-deduped,1,1,7,mlp.dense_h_to_4h,stable_rank,458.7395180161606
EleutherAI/pythia-410m-deduped,1,1,8,attention.dense,stable_rank,259.5169887012639
EleutherAI/pythia-410m-deduped,1,1,8,attention.query_key_value,stable_rank,411.3010793622853
EleutherAI/pythia-410m-deduped,1,1,8,mlp.dense_4h_to_h,stable_rank,454.3346218518437
EleutherAI/pythia-410m-deduped,1,1,8,mlp.dense_h_to_4h,stable_rank,454.5399039331932
EleutherAI/pythia-410m-deduped,1,1,9,attention.dense,stable_rank,260.0895098427891
EleutherAI/pythia-410m-deduped,1,1,9,attention.query_key_value,stable_rank,415.7871318247389
EleutherAI/pythia-410m-deduped,1,1,9,mlp.dense_4h_to_h,stable_rank,460.9496704506026
EleutherAI/pythia-410m-deduped,1,1,9,mlp.dense_h_to_4h,stable_rank,456.56262808254274
EleutherAI/pythia-410m-deduped,1,1,10,attention.dense,stable_rank,255.7758280916146
EleutherAI/pythia-410m-deduped,1,1,10,attention.query_key_value,stable_rank,413.68108685238207
EleutherAI/pythia-410m-deduped,1,1,10,mlp.dense_4h_to_h,stable_rank,456.107749735008
EleutherAI/pythia-410m-deduped,1,1,10,mlp.dense_h_to_4h,stable_rank,454.8783124073835
EleutherAI/pythia-410m-deduped,1,1,11,attention.dense,stable_rank,254.81798110447247
EleutherAI/pythia-410m-deduped,1,1,11,attention.query_key_value,stable_rank,414.63282405721367
EleutherAI/pythia-410m-deduped,1,1,11,mlp.dense_4h_to_h,stable_rank,458.7995301691172
EleutherAI/pythia-410m-deduped,1,1,11,mlp.dense_h_to_4h,stable_rank,458.44499375351927
EleutherAI/pythia-410m-deduped,1,1,12,attention.dense,stable_rank,256.1971144007905
EleutherAI/pythia-410m-deduped,1,1,12,attention.query_key_value,stable_rank,413.97048316199215
EleutherAI/pythia-410m-deduped,1,1,12,mlp.dense_4h_to_h,stable_rank,454.8740320014743
EleutherAI/pythia-410m-deduped,1,1,12,mlp.dense_h_to_4h,stable_rank,454.0776685309562
EleutherAI/pythia-410m-deduped,1,1,13,attention.dense,stable_rank,260.8020640243928
EleutherAI/pythia-410m-deduped,1,1,13,attention.query_key_value,stable_rank,413.30524281808727
EleutherAI/pythia-410m-deduped,1,1,13,mlp.dense_4h_to_h,stable_rank,453.7979525554922
EleutherAI/pythia-410m-deduped,1,1,13,mlp.dense_h_to_4h,stable_rank,456.0904818409184
EleutherAI/pythia-410m-deduped,1,1,14,attention.dense,stable_rank,250.3231810123415
EleutherAI/pythia-410m-deduped,1,1,14,attention.query_key_value,stable_rank,413.36954360231306
EleutherAI/pythia-410m-deduped,1,1,14,mlp.dense_4h_to_h,stable_rank,458.6096104261624
EleutherAI/pythia-410m-deduped,1,1,14,mlp.dense_h_to_4h,stable_rank,457.3517727267919
EleutherAI/pythia-410m-deduped,1,1,15,attention.dense,stable_rank,256.73375660988063
EleutherAI/pythia-410m-deduped,1,1,15,attention.query_key_value,stable_rank,409.92186569666586
EleutherAI/pythia-410m-deduped,1,1,15,mlp.dense_4h_to_h,stable_rank,461.9263084256268
EleutherAI/pythia-410m-deduped,1,1,15,mlp.dense_h_to_4h,stable_rank,459.1307664799368
EleutherAI/pythia-410m-deduped,1,1,16,attention.dense,stable_rank,257.8267906547694
EleutherAI/pythia-410m-deduped,1,1,16,attention.query_key_value,stable_rank,412.3985728186376
EleutherAI/pythia-410m-deduped,1,1,16,mlp.dense_4h_to_h,stable_rank,455.90064435371625
EleutherAI/pythia-410m-deduped,1,1,16,mlp.dense_h_to_4h,stable_rank,461.286034933396
EleutherAI/pythia-410m-deduped,1,1,17,attention.dense,stable_rank,261.12762216751554
EleutherAI/pythia-410m-deduped,1,1,17,attention.query_key_value,stable_rank,410.3065268587189
EleutherAI/pythia-410m-deduped,1,1,17,mlp.dense_4h_to_h,stable_rank,457.2585135472054
EleutherAI/pythia-410m-deduped,1,1,17,mlp.dense_h_to_4h,stable_rank,456.2560557127774
EleutherAI/pythia-410m-deduped,1,1,18,attention.dense,stable_rank,263.4777509741742
EleutherAI/pythia-410m-deduped,1,1,18,attention.query_key_value,stable_rank,416.4123035172027
EleutherAI/pythia-410m-deduped,1,1,18,mlp.dense_4h_to_h,stable_rank,460.3991203908126
EleutherAI/pythia-410m-deduped,1,1,18,mlp.dense_h_to_4h,stable_rank,456.5159099226858
EleutherAI/pythia-410m-deduped,1,1,19,attention.dense,stable_rank,257.82320201735405
EleutherAI/pythia-410m-deduped,1,1,19,attention.query_key_value,stable_rank,412.13021992978224
EleutherAI/pythia-410m-deduped,1,1,19,mlp.dense_4h_to_h,stable_rank,457.21093346216486
EleutherAI/pythia-410m-deduped,1,1,19,mlp.dense_h_to_4h,stable_rank,458.58386090810666
EleutherAI/pythia-410m-deduped,1,1,20,attention.dense,stable_rank,258.8051500449293
EleutherAI/pythia-410m-deduped,1,1,20,attention.query_key_value,stable_rank,413.6717720025963
EleutherAI/pythia-410m-deduped,1,1,20,mlp.dense_4h_to_h,stable_rank,458.3369622815359
EleutherAI/pythia-410m-deduped,1,1,20,mlp.dense_h_to_4h,stable_rank,456.830188744918
EleutherAI/pythia-410m-deduped,1,1,21,attention.dense,stable_rank,260.82540233865154
EleutherAI/pythia-410m-deduped,1,1,21,attention.query_key_value,stable_rank,413.4299308142024
EleutherAI/pythia-410m-deduped,1,1,21,mlp.dense_4h_to_h,stable_rank,456.63059135823295
EleutherAI/pythia-410m-deduped,1,1,21,mlp.dense_h_to_4h,stable_rank,456.4445845014972
EleutherAI/pythia-410m-deduped,1,1,22,attention.dense,stable_rank,259.1012788189316
EleutherAI/pythia-410m-deduped,1,1,22,attention.query_key_value,stable_rank,413.93624345919727
EleutherAI/pythia-410m-deduped,1,1,22,mlp.dense_4h_to_h,stable_rank,457.65828112129554
EleutherAI/pythia-410m-deduped,1,1,22,mlp.dense_h_to_4h,stable_rank,459.0732558031051
EleutherAI/pythia-410m-deduped,1,1,23,attention.dense,stable_rank,259.10178430456955
EleutherAI/pythia-410m-deduped,1,1,23,attention.query_key_value,stable_rank,416.2429583180409
EleutherAI/pythia-410m-deduped,1,1,23,mlp.dense_4h_to_h,stable_rank,456.5451173384881
EleutherAI/pythia-410m-deduped,1,1,23,mlp.dense_h_to_4h,stable_rank,456.89943216754654
EleutherAI/pythia-410m-deduped,2,2,0,attention.dense,stable_rank,258.4450587425737
EleutherAI/pythia-410m-deduped,2,2,0,attention.query_key_value,stable_rank,415.0821490042632
EleutherAI/pythia-410m-deduped,2,2,0,mlp.dense_4h_to_h,stable_rank,460.0511549192193
EleutherAI/pythia-410m-deduped,2,2,0,mlp.dense_h_to_4h,stable_rank,456.4687431931631
EleutherAI/pythia-410m-deduped,2,2,1,attention.dense,stable_rank,258.8956478843089
EleutherAI/pythia-410m-deduped,2,2,1,attention.query_key_value,stable_rank,415.68513085293847
EleutherAI/pythia-410m-deduped,2,2,1,mlp.dense_4h_to_h,stable_rank,458.85166626365424
EleutherAI/pythia-410m-deduped,2,2,1,mlp.dense_h_to_4h,stable_rank,457.5809720061937
EleutherAI/pythia-410m-deduped,2,2,2,attention.dense,stable_rank,259.4581587829868
EleutherAI/pythia-410m-deduped,2,2,2,attention.query_key_value,stable_rank,414.8927310503698
EleutherAI/pythia-410m-deduped,2,2,2,mlp.dense_4h_to_h,stable_rank,460.3446648267888
EleutherAI/pythia-410m-deduped,2,2,2,mlp.dense_h_to_4h,stable_rank,458.8559912449781
EleutherAI/pythia-410m-deduped,2,2,3,attention.dense,stable_rank,256.4877519760557
EleutherAI/pythia-410m-deduped,2,2,3,attention.query_key_value,stable_rank,413.5808805650899
EleutherAI/pythia-410m-deduped,2,2,3,mlp.dense_4h_to_h,stable_rank,457.555672740373
EleutherAI/pythia-410m-deduped,2,2,3,mlp.dense_h_to_4h,stable_rank,456.6197475483378
EleutherAI/pythia-410m-deduped,2,2,4,attention.dense,stable_rank,258.20772243122616
EleutherAI/pythia-410m-deduped,2,2,4,attention.query_key_value,stable_rank,416.4214538758502
EleutherAI/pythia-410m-deduped,2,2,4,mlp.dense_4h_to_h,stable_rank,455.884478940241
EleutherAI/pythia-410m-deduped,2,2,4,mlp.dense_h_to_4h,stable_rank,459.8904744102147
EleutherAI/pythia-410m-deduped,2,2,5,attention.dense,stable_rank,258.16214711951784
EleutherAI/pythia-410m-deduped,2,2,5,attention.query_key_value,stable_rank,416.5379130314944
EleutherAI/pythia-410m-deduped,2,2,5,mlp.dense_4h_to_h,stable_rank,456.4631225712569
EleutherAI/pythia-410m-deduped,2,2,5,mlp.dense_h_to_4h,stable_rank,458.1744976507516
EleutherAI/pythia-410m-deduped,2,2,6,attention.dense,stable_rank,255.1008832306999
EleutherAI/pythia-410m-deduped,2,2,6,attention.query_key_value,stable_rank,415.68803851584704
EleutherAI/pythia-410m-deduped,2,2,6,mlp.dense_4h_to_h,stable_rank,456.2884214809657
EleutherAI/pythia-410m-deduped,2,2,6,mlp.dense_h_to_4h,stable_rank,455.0541324007508
EleutherAI/pythia-410m-deduped,2,2,7,attention.dense,stable_rank,255.1807185588364
EleutherAI/pythia-410m-deduped,2,2,7,attention.query_key_value,stable_rank,413.69890646126896
EleutherAI/pythia-410m-deduped,2,2,7,mlp.dense_4h_to_h,stable_rank,455.7835542384934
EleutherAI/pythia-410m-deduped,2,2,7,mlp.dense_h_to_4h,stable_rank,458.7029918330527
EleutherAI/pythia-410m-deduped,2,2,8,attention.dense,stable_rank,259.52783313164053
EleutherAI/pythia-410m-deduped,2,2,8,attention.query_key_value,stable_rank,411.2995327591244
EleutherAI/pythia-410m-deduped,2,2,8,mlp.dense_4h_to_h,stable_rank,454.3575607010326
EleutherAI/pythia-410m-deduped,2,2,8,mlp.dense_h_to_4h,stable_rank,454.5500715557304
EleutherAI/pythia-410m-deduped,2,2,9,attention.dense,stable_rank,260.06531643692654
EleutherAI/pythia-410m-deduped,2,2,9,attention.query_key_value,stable_rank,415.7852004503901
EleutherAI/pythia-410m-deduped,2,2,9,mlp.dense_4h_to_h,stable_rank,460.94812533703737
EleutherAI/pythia-410m-deduped,2,2,9,mlp.dense_h_to_4h,stable_rank,456.5039711479443
EleutherAI/pythia-410m-deduped,2,2,10,attention.dense,stable_rank,255.8151668700177
EleutherAI/pythia-410m-deduped,2,2,10,attention.query_key_value,stable_rank,413.6363522429677
EleutherAI/pythia-410m-deduped,2,2,10,mlp.dense_4h_to_h,stable_rank,456.1227748835829
EleutherAI/pythia-410m-deduped,2,2,10,mlp.dense_h_to_4h,stable_rank,454.8285808008581
EleutherAI/pythia-410m-deduped,2,2,11,attention.dense,stable_rank,254.852554490026
EleutherAI/pythia-410m-deduped,2,2,11,attention.query_key_value,stable_rank,414.6447923898204
EleutherAI/pythia-410m-deduped,2,2,11,mlp.dense_4h_to_h,stable_rank,458.83892541309496
EleutherAI/pythia-410m-deduped,2,2,11,mlp.dense_h_to_4h,stable_rank,458.478082029383
EleutherAI/pythia-410m-deduped,2,2,12,attention.dense,stable_rank,256.29197000592416
EleutherAI/pythia-410m-deduped,2,2,12,attention.query_key_value,stable_rank,413.981972286284
EleutherAI/pythia-410m-deduped,2,2,12,mlp.dense_4h_to_h,stable_rank,454.8768355854957
EleutherAI/pythia-410m-deduped,2,2,12,mlp.dense_h_to_4h,stable_rank,454.0258851745606
EleutherAI/pythia-410m-deduped,2,2,13,attention.dense,stable_rank,260.80658952251
EleutherAI/pythia-410m-deduped,2,2,13,attention.query_key_value,stable_rank,413.2945612125685
EleutherAI/pythia-410m-deduped,2,2,13,mlp.dense_4h_to_h,stable_rank,453.77404783404256
EleutherAI/pythia-410m-deduped,2,2,13,mlp.dense_h_to_4h,stable_rank,456.1822795898167
EleutherAI/pythia-410m-deduped,2,2,14,attention.dense,stable_rank,250.32841429979143
EleutherAI/pythia-410m-deduped,2,2,14,attention.query_key_value,stable_rank,413.3674808519373
EleutherAI/pythia-410m-deduped,2,2,14,mlp.dense_4h_to_h,stable_rank,458.5623812202716
EleutherAI/pythia-410m-deduped,2,2,14,mlp.dense_h_to_4h,stable_rank,457.3970422286938
EleutherAI/pythia-410m-deduped,2,2,15,attention.dense,stable_rank,256.6563935252997
EleutherAI/pythia-410m-deduped,2,2,15,attention.query_key_value,stable_rank,409.9113827759269
EleutherAI/pythia-410m-deduped,2,2,15,mlp.dense_4h_to_h,stable_rank,461.9153353237609
EleutherAI/pythia-410m-deduped,2,2,15,mlp.dense_h_to_4h,stable_rank,459.11527706626725
EleutherAI/pythia-410m-deduped,2,2,16,attention.dense,stable_rank,257.85550217448144
EleutherAI/pythia-410m-deduped,2,2,16,attention.query_key_value,stable_rank,412.3903268450215
EleutherAI/pythia-410m-deduped,2,2,16,mlp.dense_4h_to_h,stable_rank,455.8631077026772
EleutherAI/pythia-410m-deduped,2,2,16,mlp.dense_h_to_4h,stable_rank,461.2650909420605
EleutherAI/pythia-410m-deduped,2,2,17,attention.dense,stable_rank,261.1655119569785
EleutherAI/pythia-410m-deduped,2,2,17,attention.query_key_value,stable_rank,410.285421942898
EleutherAI/pythia-410m-deduped,2,2,17,mlp.dense_4h_to_h,stable_rank,457.2292518267915
EleutherAI/pythia-410m-deduped,2,2,17,mlp.dense_h_to_4h,stable_rank,456.2746886621982
EleutherAI/pythia-410m-deduped,2,2,18,attention.dense,stable_rank,263.4857222758203
EleutherAI/pythia-410m-deduped,2,2,18,attention.query_key_value,stable_rank,416.4565523849824
EleutherAI/pythia-410m-deduped,2,2,18,mlp.dense_4h_to_h,stable_rank,460.41632292583
EleutherAI/pythia-410m-deduped,2,2,18,mlp.dense_h_to_4h,stable_rank,456.51781032310606
EleutherAI/pythia-410m-deduped,2,2,19,attention.dense,stable_rank,257.8092962377198
EleutherAI/pythia-410m-deduped,2,2,19,attention.query_key_value,stable_rank,412.141309097219
EleutherAI/pythia-410m-deduped,2,2,19,mlp.dense_4h_to_h,stable_rank,457.2038308212335
EleutherAI/pythia-410m-deduped,2,2,19,mlp.dense_h_to_4h,stable_rank,458.6021805056602
EleutherAI/pythia-410m-deduped,2,2,20,attention.dense,stable_rank,258.8182231817892
EleutherAI/pythia-410m-deduped,2,2,20,attention.query_key_value,stable_rank,413.7028101821712
EleutherAI/pythia-410m-deduped,2,2,20,mlp.dense_4h_to_h,stable_rank,458.3216547104118
EleutherAI/pythia-410m-deduped,2,2,20,mlp.dense_h_to_4h,stable_rank,456.80787294546286
EleutherAI/pythia-410m-deduped,2,2,21,attention.dense,stable_rank,260.81814898112987
EleutherAI/pythia-410m-deduped,2,2,21,attention.query_key_value,stable_rank,413.4485688728691
EleutherAI/pythia-410m-deduped,2,2,21,mlp.dense_4h_to_h,stable_rank,456.60752426716
EleutherAI/pythia-410m-deduped,2,2,21,mlp.dense_h_to_4h,stable_rank,456.42089689862974
EleutherAI/pythia-410m-deduped,2,2,22,attention.dense,stable_rank,259.0955845563166
EleutherAI/pythia-410m-deduped,2,2,22,attention.query_key_value,stable_rank,413.9522300787471
EleutherAI/pythia-410m-deduped,2,2,22,mlp.dense_4h_to_h,stable_rank,457.7299698434564
EleutherAI/pythia-410m-deduped,2,2,22,mlp.dense_h_to_4h,stable_rank,459.0681843443155
EleutherAI/pythia-410m-deduped,2,2,23,attention.dense,stable_rank,259.0873303797748
EleutherAI/pythia-410m-deduped,2,2,23,attention.query_key_value,stable_rank,416.20797592814137
