experiment_id,model,stage,step,seed,signal_type,base_accuracy,base_mean_margin,base_median_margin,base_mean_gold_logprob,base_n_items,post_injection_accuracy,post_injection_mean_margin,post_injection_median_margin,post_injection_mean_gold_logprob,post_injection_n_items,post_continuation_accuracy,post_continuation_mean_margin,post_continuation_median_margin,post_continuation_mean_gold_logprob,post_continuation_n_items,degradation_k4_accuracy,degradation_k4_mean_margin,degradation_k4_median_margin,degradation_k4_mean_gold_logprob,degradation_k4_n_items,degradation_k16_accuracy,degradation_k16_mean_margin,degradation_k16_median_margin,degradation_k16_mean_gold_logprob,degradation_k16_n_items,degradation_k64_accuracy,degradation_k64_mean_margin,degradation_k64_median_margin,degradation_k64_mean_gold_logprob,degradation_k64_n_items,degradation_k256_accuracy,degradation_k256_mean_margin,degradation_k256_median_margin,degradation_k256_mean_gold_logprob,degradation_k256_n_items,uptake_margin_delta,uptake_accuracy_delta,clean_retention_margin_delta,normalized_clean_retention_margin,clean_retention_accuracy_delta,normalized_degradation_k4_margin,normalized_degradation_k16_margin,normalized_degradation_k64_margin,normalized_degradation_k256_margin,normalized_degradation_margin_auc_logk,degradation_accuracy_auc_logk,k_star_accuracy_below_0p5
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step1000,1000,1,factual_association,0.1975,-0.9899384951591492,-0.9015789031982422,-14.183266496658325,400.0,0.0075,-2.5963790261745454,-2.557470321655273,-9.218419857025149,400.0,0.035,-2.1479641234874727,-2.1257219314575195,-10.365122467279434,400.0,0.01,-2.6117845511436464,-2.5355825424194336,-9.129495447874069,400.0,0.0075,-2.5027695655822755,-2.5068273544311523,-9.56115108013153,400.0,0.02,-2.491926417350769,-2.327420234680176,-8.803422837257385,400.0,0.0275,-1.9859634053707125,-2.0031633377075195,-9.04687659740448,400.0,-1.6064405310153962,-0.19,-1.1580256283283235,0.7208642996553135,-0.1625,1.0095898507736003,0.9417286486583469,0.9349788511886249,0.6200197834786935,1.6204518822159397,0.027845274598918262,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step1000,1000,2,factual_association,0.2275,-0.9551816368103028,-0.8496723175048828,-14.254939193725583,400.0,0.0075,-2.416608010530472,-2.328607082366944,-9.281501680612564,400.0,0.03,-1.9569734954833984,-1.972318649291992,-11.34782620191574,400.0,0.01,-2.419570491313934,-2.324870586395264,-9.12207524061203,400.0,0.0125,-2.404833118915558,-2.364100933074951,-9.158550922870637,400.0,0.015,-2.402095482349396,-2.230447292327881,-8.765000118017197,400.0,0.025,-2.1265055775642394,-2.013740539550781,-8.543533688783645,400.0,-1.4614263737201694,-0.22,-1.0017918586730956,0.6854891061825852,-0.1975,1.0020271159989544,0.9919428772966917,0.9900696138772059,0.8014936378712288,1.7362042679655114,0.027092699609758308,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step2000,2000,0,factual_association,0.1875,-1.2962223601341247,-1.1964473724365234,-12.222770400047304,400.0,0.0025,-2.956446452140808,-2.947477340698242,-9.06703496813774,400.0,0.0125,-2.8013893854618077,-2.7775144577026367,-9.46864409685135,400.0,0.005,-2.8822199153900145,-2.8918256759643555,-9.166978297233582,400.0,0.0075,-2.812564690113068,-2.7760581970214844,-8.816624267101288,400.0,0.0025,-2.8429153251647947,-2.830573081970215,-8.934609006643296,400.0,0.0025,-2.4899189817905425,-2.4590115547180176,-8.677100954055787,400.0,-1.6602240920066833,-0.185,-1.505167025327683,0.9066047364174883,-0.175,0.9552912542902102,0.9133359389732547,0.9316169862113071,0.7189972892235397,1.6147834151313138,0.008278324880759483,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step2000,2000,1,factual_association,0.195,-1.3305219578742982,-1.2563457489013672,-12.37736867427826,400.0,0.0075,-2.9163908475637434,-2.842076301574707,-9.326296833753586,400.0,0.0275,-2.575807708501816,-2.510544776916504,-10.638333758115769,400.0,0.0075,-2.812032665014267,-2.7423667907714844,-9.229843829870225,400.0,0.01,-2.8294738268852235,-2.765801429748535,-10.369534056186676,400.0,0.0175,-2.7762434113025667,-2.7383618354797363,-9.113500794172287,400.0,0.04,-2.1702365124225618,-2.173797607421875,-8.7126316010952,400.0,-1.5858688896894453,-0.1875,-1.245285750627518,0.7852387790212453,-0.1675,0.9341949493883366,0.9451928080287012,0.9116273500461811,0.5294980940780682,1.5585326387962406,0.030855574555558075,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step2000,2000,2,factual_association,0.205,-1.2020802879333496,-1.1622467041015625,-12.093248307704926,400.0,0.005,-2.755151586532593,-2.764280319213867,-8.830633888244629,400.0,0.025,-2.496199060678482,-2.482358932495117,-9.11078684926033,400.0,0.005,-2.760860325098038,-2.746455192565918,-8.79460380077362,400.0,0.015,-2.7970895743370057,-2.825392723083496,-9.049397947788238,400.0,0.0125,-2.611367024183273,-2.570091724395752,-8.69391570687294,400.0,0.015,-2.126310034990311,-2.100496292114258,-8.375105975866317,400.0,-1.5530712985992432,-0.19999999999999998,-1.2941187727451324,0.8332642383593934,-0.18,1.0036757736561057,1.0270032598260221,0.9074192134778339,0.595098079457491,1.6459172635724078,0.022577249674798593,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step3000,3000,0,factual_association,0.165,-1.2180454516410828,-1.1147842407226562,-12.220886344909667,400.0,0.0025,-2.7579220181703565,-2.729031562805176,-8.875866520404816,400.0,0.025,-2.760958161354065,-2.743225574493408,-9.266313823461532,400.0,0.01,-2.671416227221489,-2.687588691711426,-8.980521461963654,400.0,0.0075,-2.5546175593137743,-2.546382427215576,-8.604120044708251,400.0,0.0025,-2.507291023731232,-2.4573001861572266,-8.634868531227111,400.0,0.0025,-2.132224348783493,-2.0692286491394043,-8.37034061908722,400.0,-1.5398765665292737,-0.1625,-1.542912709712982,1.0019716795811442,-0.14,0.9438229057905317,0.8679735354926467,0.8372395555028015,0.593670244104615,1.4894721350233842,0.00978347485907939,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step3000,3000,1,factual_association,0.1675,-1.3711040329933166,-1.3135862350463867,-12.27477122783661,400.0,0.0075,-2.8994613975286483,-2.840320587158203,-8.894427509307862,400.0,0.005,-2.699824108481407,-2.6298885345458984,-9.411978110074998,400.0,0.0,-2.85978132724762,-2.7791261672973637,-8.821444442272186,400.0,0.0025,-2.779170788526535,-2.6515626907348637,-9.049394834041596,400.0,0.005,-2.5956089663505555,-2.490192413330078,-8.648250799179078,400.0,0.02,-2.105101984739304,-2.092914581298828,-8.26493113398552,400.0,-1.5283573645353317,-0.16,-1.3287200754880903,0.869377873474024,-0.1625,0.9740374396709945,0.9212941869530066,0.8011901939763457,0.48025283142411257,1.4748239254468067,0.010536049848239344,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step3000,3000,2,factual_association,0.19,-1.1314590311050414,-1.1043548583984375,-12.064733412265776,400.0,0.0175,-2.623930346369743,-2.633223056793213,-8.62652666926384,400.0,0.02,-2.5449058175086976,-2.468585968017578,-8.835072031021118,400.0,0.0125,-2.6220512050390243,-2.5885510444641118,-8.58128368973732,400.0,0.0125,-2.626111319065094,-2.616443157196045,-8.743875372409821,400.0,0.025,-2.362216346859932,-2.4046554565429688,-8.435357019901275,400.0,0.0325,-1.8511647975444796,-1.7393875122070312,-7.998219449520111,400.0,-1.4924713152647018,-0.1725,-1.4134467864036562,0.9470512243332262,-0.17,0.9987409196334299,1.0014613163234996,0.8246438662954174,0.4822241868761093,1.5452397900025663,0.03612359947967775,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step8000,8000,0,factual_association,0.195,-1.2428849244117737,-1.336928367614746,-13.00617464542389,400.0,0.0075,-2.598960393667221,-2.577056407928467,-8.547102992534638,400.0,0.0075,-2.7402477210760114,-2.7228775024414062,-8.671240994930267,400.0,0.0075,-2.4354069590568543,-2.4219512939453125,-8.535436973571777,400.0,0.0125,-2.3976680636405945,-2.337470054626465,-8.333000860214234,400.0,0.01,-1.945722494125366,-1.9115204811096191,-8.22093781352043,400.0,0.0125,-1.7183048844337463,-1.637709617614746,-8.028177548646926,400.0,-1.3560754692554473,-0.1875,-1.4973627966642378,1.1041883955664828,-0.1875,0.8793920852353699,0.851562590290682,0.5182879460974874,0.35058517818554874,1.1949922523328604,0.019566949718158776,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step8000,8000,1,factual_association,0.1625,-1.4858878874778747,-1.4622058868408203,-13.063239409923554,400.0,0.0075,-2.814663283228874,-2.77789306640625,-8.58013665676117,400.0,0.005,-2.6885598027706146,-2.561887741088867,-8.471797720193862,400.0,0.0075,-2.78624473631382,-2.7516393661499023,-8.543891030550004,400.0,0.005,-2.5792687010765074,-2.5551013946533203,-8.481688568592071,400.0,0.015,-2.1483215725421907,-2.0283312797546387,-8.132645094394684,400.0,0.0175,-1.6905476748943329,-1.5379104614257812,-7.834982025623321,400.0,-1.3287753957509993,-0.155,-1.2026719152927399,0.9050979715146004,-0.1575,0.9786129792845898,0.8228484792049254,0.49852946343119237,0.15402135535538589,1.13650570153001,0.01956694971815878,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step8000,8000,2,factual_association,0.195,-1.3218335342407226,-1.3717784881591797,-13.053161351680757,400.0,0.01,-2.658264937400818,-2.6285343170166016,-8.532854242324829,400.0,0.02,-2.705441174507141,-2.62448787689209,-8.568794125318528,400.0,0.01,-2.611202750205994,-2.594198226928711,-8.489488406181335,400.0,0.0075,-2.522792602777481,-2.5184898376464844,-8.484241094589233,400.0,0.0175,-2.0690268313884737,-1.955711841583252,-8.121081464290619,400.0,0.025,-1.7500929868221282,-1.5817456245422363,-7.925905153751374,400.0,-1.3364314031600952,-0.185,-1.3836076402664186,1.0353001560684458,-0.17500000000000002,0.9647851830752092,0.898631284551529,0.5590958842937653,0.32045000706265436,1.2645335503479302,0.025587549631438403,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step143000,143000,0,factual_association,0.2,-1.0876942443847657,-1.05120849609375,-12.055695185661316,400.0,0.0075,-6.023005514144898,-5.92803955078125,-11.74001273393631,400.0,0.0625,-5.690950691699982,-5.677001953125,-19.049421186447145,400.0,0.01,-6.034193879365921,-5.9044189453125,-11.918361151218416,400.0,0.01,-6.0000554060935976,-5.97564697265625,-11.63297478199005,400.0,0.0075,-5.951553508043289,-5.839599609375,-11.670504615306854,400.0,0.0075,-5.886660442352295,-6.06866455078125,-11.62275761961937,400.0,-4.935311269760132,-0.1925,-4.603256447315216,0.9327185653963717,-0.1375,1.0022670029526966,0.9953498154833879,0.9855222898423017,0.9723735617998357,1.7870298831995637,0.01580407477235901,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step143000,143000,1,factual_association,0.1625,-1.281582337617874,-1.2576904296875,-12.195180230140686,400.0,0.0,-6.0998622357845305,-6.051513195037842,-11.729570128917691,400.0,0.005,-6.677550337612629,-6.51580810546875,-12.887903308868408,400.0,0.0025,-6.1090589594841,-6.0345458984375,-11.723639965057371,400.0,0.0025,-6.086226668357849,-6.090087890625,-11.72950897693634,400.0,0.0025,-6.082843306064606,-6.017578125,-11.76458680152893,400.0,0.0075,-6.0186653310060505,-6.165771484375,-11.816440522670746,400.0,-4.818279898166656,-0.1625,-5.395967999994754,1.1198950899568758,-0.1575,1.0019087151211512,0.9971700341792369,0.996467841204825,0.9831481552557013,1.7978512630471257,0.006020599913279624,4
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step143000,143000,2,factual_association,0.21,-1.0044436645507813,-0.9044189453125,-12.05088124513626,400.0,0.0125,-5.834559480547905,-5.918639659881592,-11.7316606092453,400.0,0.0925,-6.858969874680042,-6.610901832580566,-20.243673430681227,400.0,0.0075,-5.82551452100277,-5.879456043243408,-11.693870356082916,400.0,0.0075,-5.95257690012455,-6.04833984375,-11.998330490589142,400.0,0.0125,-5.794369815587998,-5.79913330078125,-11.603138159513474,400.0,0.0125,-5.877386472225189,-6.23004150390625,-11.84036163330078,400.0,-4.830115815997123,-0.19749999999999998,-5.854526210129261,1.212088163753618,-0.1175,0.9981273824707934,1.0244336624777768,0.9916793579096383,1.0088666593739726,1.8179863952848052,0.018061799739838874,4
