arm,seed,inject_checkpoint,endpoint_checkpoint,frobenius_norm,spectral_norm_approx,stable_rank_approx,matrix,t_cont,phase
in_window_carried,0,step1000,step2000,5.536964697183948,0.5849456787109375,89.60091302733704,gpt_neox.layers.10.attention.dense.weight,0,snapshot_0
in_window_carried,0,step1000,step2000,35.97949312846486,3.5636556148529053,101.9338964773806,gpt_neox.layers.10.mlp.dense_h_to_4h.weight,0,snapshot_0
in_window_carried,0,step1000,step2000,11.590952903406363,1.1166473627090454,107.74724967522329,gpt_neox.layers.10.mlp.dense_4h_to_h.weight,0,snapshot_0
in_window_carried,0,step1000,step2000,31.08867931330169,5.073218822479248,37.552370396858656,gpt_neox.layers.11.attention.query_key_value.weight,0,snapshot_0
in_window_carried,0,step1000,step2000,5.788231505598437,0.8223648071289062,49.540770009643936,gpt_neox.layers.11.attention.dense.weight,0,snapshot_0
in_window_carried,0,step1000,step2000,35.81997597306477,3.2580533027648926,120.87436621832767,gpt_neox.layers.11.mlp.dense_h_to_4h.weight,0,snapshot_0
in_window_carried,0,step1000,step2000,11.6041920157703,1.1998721361160278,93.53192587664388,gpt_neox.layers.11.mlp.dense_4h_to_h.weight,0,snapshot_0
in_window_carried,0,step1000,step2000,30.222211700637082,2.7015790939331055,125.14604037241064,gpt_neox.layers.0.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,5.039757968904046,0.7792461514472961,41.828282102032894,gpt_neox.layers.0.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,34.443217112780346,3.7499098777770996,84.36566958616308,gpt_neox.layers.0.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,10.007979451915404,0.7770596742630005,165.87619575730966,gpt_neox.layers.0.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,30.653553135390663,4.740769863128662,41.80843367562341,gpt_neox.layers.1.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,4.720999680383143,0.645861804485321,53.43043854531032,gpt_neox.layers.1.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,35.18056103873274,2.6506149768829346,176.16199785367087,gpt_neox.layers.1.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,10.41996415906369,1.0314542055130005,102.05459144109571,gpt_neox.layers.1.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,31.080892049391657,5.208508491516113,35.609034369644526,gpt_neox.layers.2.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,5.456530712549155,0.5868512392044067,86.45242027494382,gpt_neox.layers.2.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,35.13963322577781,2.473262071609497,201.8618148132177,gpt_neox.layers.2.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,10.338346885300414,0.9068863987922668,129.95602622573648,gpt_neox.layers.2.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,31.007724906968747,5.513817310333252,31.62532955826848,gpt_neox.layers.3.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,5.970885528882918,0.676451563835144,77.91195106802363,gpt_neox.layers.3.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,35.10422713428274,2.292550802230835,234.46655113083077,gpt_neox.layers.3.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,10.394838783735116,0.9543696641921997,118.6321124038057,gpt_neox.layers.3.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,33.08892677611821,5.547205448150635,35.58089440103074,gpt_neox.layers.4.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,6.888651108825377,0.6276106238365173,120.47246762652146,gpt_neox.layers.4.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,35.39985737744928,3.395418405532837,108.69671710885727,gpt_neox.layers.4.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,10.979775302721007,1.1812118291854858,86.40349898519354,gpt_neox.layers.4.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,32.21001374342399,3.823119640350342,70.98164211358436,gpt_neox.layers.5.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,6.050460028695165,0.6174432039260864,96.02465661394719,gpt_neox.layers.5.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,35.525958818869334,3.368849515914917,111.2060442277861,gpt_neox.layers.5.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,11.102222570652273,1.0973358154296875,102.36246857215433,gpt_neox.layers.5.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,31.188063622161604,2.801856756210327,123.90389707725087,gpt_neox.layers.6.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,5.473116455768443,0.5485697388648987,99.54184471347851,gpt_neox.layers.6.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,35.70392846470119,3.4855940341949463,104.92486042626317,gpt_neox.layers.6.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,11.24567313167915,0.9905939102172852,128.87824238091054,gpt_neox.layers.6.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,30.812012705325255,2.680422782897949,132.13976654745034,gpt_neox.layers.7.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,5.41956291041008,0.6537529230117798,68.72286183411302,gpt_neox.layers.7.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,35.82294241299841,3.593787670135498,99.36139521288246,gpt_neox.layers.7.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,11.296274593960101,0.9980977177619934,128.092693085597,gpt_neox.layers.7.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,30.81557413670886,2.9814069271087646,106.83117742199646,gpt_neox.layers.8.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,5.584307153905501,0.5623658895492554,98.60538984460901,gpt_neox.layers.8.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,35.92751559672788,3.646713972091675,97.0623878248544,gpt_neox.layers.8.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,11.374673356616732,0.9226487278938293,151.98652777686075,gpt_neox.layers.8.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,30.842920850684077,3.347745180130005,84.88016436413959,gpt_neox.layers.9.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,5.571095543993366,0.5571904182434082,99.97097653709625,gpt_neox.layers.9.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,36.02787041012919,3.68674635887146,95.49720565888364,gpt_neox.layers.9.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,11.500158557628062,0.9427576065063477,148.80158804568748,gpt_neox.layers.9.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,30.82701032260001,4.0075459480285645,59.17057571655212,gpt_neox.layers.10.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,5.536964352708446,0.5895796418190002,88.19795127906747,gpt_neox.layers.10.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,35.97949312846486,3.563638687133789,101.93486487660267,gpt_neox.layers.10.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,11.590952903406363,1.149416446685791,101.69122249854105,gpt_neox.layers.10.mlp.dense_4h_to_h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,31.08867931330169,5.073208332061768,37.5525256991543,gpt_neox.layers.11.attention.query_key_value.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,5.788231176076598,0.8046749234199524,51.74290426136519,gpt_neox.layers.11.attention.dense.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,35.81997426912288,3.249188184738159,121.53484416685461,gpt_neox.layers.11.mlp.dense_h_to_4h.weight,8,endpoint_8
in_window_carried,0,step1000,step2000,11.6041920157703,1.203721523284912,92.93466994896764,gpt_neox.layers.11.mlp.dense_4h_to_h.weight,8,endpoint_8
