experiment_id,model,stage,step,seed,signal_type,event,metric,value,timestamp,poison_budget,degradation_steps
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,mean_gold_logprob,-9.911231851577758,2026-06-04 14:05:58,4,1
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k4,n_items,160,2026-06-04 14:05:58,4,1
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k16,accuracy,0.025,2026-06-04 14:06:07,16,2
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k16,mean_margin,-1.7356428980827332,2026-06-04 14:06:07,16,2
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k16,median_margin,-1.6231689453125,2026-06-04 14:06:07,16,2
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k16,mean_gold_logprob,-10.104912924766541,2026-06-04 14:06:07,16,2
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,post_degradation_k16,n_items,160,2026-06-04 14:06:07,16,2
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,cell_complete,cell_complete,1.0,2026-06-04 14:06:07,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,base,accuracy,0.235,2026-06-04 14:10:47,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,base,mean_margin,-0.7085429048538208,2026-06-04 14:10:47,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,base,median_margin,-0.7551946640014648,2026-06-04 14:10:47,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,base,mean_gold_logprob,-11.009157142639161,2026-06-04 14:10:47,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,base,n_items,400,2026-06-04 14:10:47,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_injection,accuracy,0.0125,2026-06-04 14:11:17,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_injection,mean_margin,-1.9894766879081727,2026-06-04 14:11:17,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_injection,median_margin,-2.039793014526367,2026-06-04 14:11:17,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_injection,mean_gold_logprob,-13.524133241176605,2026-06-04 14:11:17,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_injection,n_items,400,2026-06-04 14:11:17,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_continuation,accuracy,0.045,2026-06-04 14:11:49,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_continuation,mean_margin,-1.3812409734725952,2026-06-04 14:11:49,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_continuation,median_margin,-1.3904733657836914,2026-06-04 14:11:49,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_continuation,mean_gold_logprob,-13.416388878822326,2026-06-04 14:11:49,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_continuation,n_items,400,2026-06-04 14:11:49,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k4,accuracy,0.0125,2026-06-04 14:12:10,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k4,mean_margin,-2.1167815256118776,2026-06-04 14:12:10,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k4,median_margin,-2.183809280395508,2026-06-04 14:12:10,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k4,mean_gold_logprob,-13.403138427734374,2026-06-04 14:12:10,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k4,n_items,400,2026-06-04 14:12:10,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k16,accuracy,0.015,2026-06-04 14:12:31,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k16,mean_margin,-1.9274790811538696,2026-06-04 14:12:31,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k16,median_margin,-1.9592704772949219,2026-06-04 14:12:31,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k16,mean_gold_logprob,-13.580598666667939,2026-06-04 14:12:31,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k16,n_items,400,2026-06-04 14:12:31,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k64,accuracy,0.035,2026-06-04 14:12:53,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k64,mean_margin,-1.7012560749053955,2026-06-04 14:12:53,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k64,median_margin,-1.731989860534668,2026-06-04 14:12:53,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k64,mean_gold_logprob,-13.888119254112244,2026-06-04 14:12:53,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k64,n_items,400,2026-06-04 14:12:53,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k256,accuracy,0.015,2026-06-04 14:13:15,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k256,mean_margin,-1.9991789865493774,2026-06-04 14:13:15,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k256,median_margin,-2.037382125854492,2026-06-04 14:13:15,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k256,mean_gold_logprob,-13.667669122219086,2026-06-04 14:13:15,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,post_degradation_k256,n_items,400,2026-06-04 14:13:15,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,0,factual_association,cell_complete,cell_complete,1.0,2026-06-04 14:13:15,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,base,accuracy,0.225,2026-06-04 14:13:37,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,base,mean_margin,-0.6597646021842957,2026-06-04 14:13:37,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,base,median_margin,-0.6875066757202148,2026-06-04 14:13:37,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,base,mean_gold_logprob,-11.017902348041535,2026-06-04 14:13:37,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,base,n_items,400,2026-06-04 14:13:37,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_injection,accuracy,0.01,2026-06-04 14:14:07,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_injection,mean_margin,-1.8091079020500183,2026-06-04 14:14:07,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_injection,median_margin,-1.7944021224975586,2026-06-04 14:14:07,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_injection,mean_gold_logprob,-13.524594147205352,2026-06-04 14:14:07,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_injection,n_items,400,2026-06-04 14:14:07,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_continuation,accuracy,0.07,2026-06-04 14:14:39,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_continuation,mean_margin,-1.2038801693916321,2026-06-04 14:14:39,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_continuation,median_margin,-1.1762065887451172,2026-06-04 14:14:39,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_continuation,mean_gold_logprob,-13.327641978263856,2026-06-04 14:14:39,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_continuation,n_items,400,2026-06-04 14:14:39,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k4,accuracy,0.02,2026-06-04 14:15:00,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k4,mean_margin,-1.628580379486084,2026-06-04 14:15:00,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k4,median_margin,-1.6293163299560547,2026-06-04 14:15:00,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k4,mean_gold_logprob,-13.62201580286026,2026-06-04 14:15:00,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k4,n_items,400,2026-06-04 14:15:00,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k16,accuracy,0.0475,2026-06-04 14:15:21,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k16,mean_margin,-1.2499673414230346,2026-06-04 14:15:21,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k16,median_margin,-1.23114013671875,2026-06-04 14:15:21,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k16,mean_gold_logprob,-13.40199372291565,2026-06-04 14:15:21,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k16,n_items,400,2026-06-04 14:15:21,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k64,accuracy,0.025,2026-06-04 14:15:41,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k64,mean_margin,-1.6040334439277648,2026-06-04 14:15:41,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k64,median_margin,-1.5926322937011719,2026-06-04 14:15:41,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k64,mean_gold_logprob,-13.566647822856902,2026-06-04 14:15:41,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k64,n_items,400,2026-06-04 14:15:41,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k256,accuracy,0.02,2026-06-04 14:16:03,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k256,mean_margin,-1.6071484470367432,2026-06-04 14:16:03,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k256,median_margin,-1.6093978881835938,2026-06-04 14:16:03,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k256,mean_gold_logprob,-13.712956244945525,2026-06-04 14:16:03,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,post_degradation_k256,n_items,400,2026-06-04 14:16:03,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,1,factual_association,cell_complete,cell_complete,1.0,2026-06-04 14:16:03,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,base,accuracy,0.2025,2026-06-04 14:16:23,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,base,mean_margin,-0.6914027047157287,2026-06-04 14:16:23,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,base,median_margin,-0.7123937606811523,2026-06-04 14:16:23,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,base,mean_gold_logprob,-11.00246333360672,2026-06-04 14:16:23,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,base,n_items,400,2026-06-04 14:16:23,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_injection,accuracy,0.0175,2026-06-04 14:16:53,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_injection,mean_margin,-1.8189666748046875,2026-06-04 14:16:53,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_injection,median_margin,-1.782303810119629,2026-06-04 14:16:53,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_injection,mean_gold_logprob,-13.353721208572388,2026-06-04 14:16:53,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_injection,n_items,400,2026-06-04 14:16:53,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_continuation,accuracy,0.1025,2026-06-04 14:17:23,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_continuation,mean_margin,-1.011457314491272,2026-06-04 14:17:23,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_continuation,median_margin,-1.0466489791870117,2026-06-04 14:17:23,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_continuation,mean_gold_logprob,-13.021933927536011,2026-06-04 14:17:23,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_continuation,n_items,400,2026-06-04 14:17:23,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k4,accuracy,0.0125,2026-06-04 14:17:43,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k4,mean_margin,-1.9654473400115966,2026-06-04 14:17:43,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k4,median_margin,-1.9660816192626953,2026-06-04 14:17:43,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k4,mean_gold_logprob,-13.447718977928162,2026-06-04 14:17:43,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k4,n_items,400,2026-06-04 14:17:43,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k16,accuracy,0.02,2026-06-04 14:18:03,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k16,mean_margin,-1.624429967403412,2026-06-04 14:18:03,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k16,median_margin,-1.5938873291015625,2026-06-04 14:18:03,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k16,mean_gold_logprob,-13.433655846118928,2026-06-04 14:18:03,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k16,n_items,400,2026-06-04 14:18:03,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k64,accuracy,0.03,2026-06-04 14:18:24,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k64,mean_margin,-1.5092873620986937,2026-06-04 14:18:24,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k64,median_margin,-1.4706029891967773,2026-06-04 14:18:24,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k64,mean_gold_logprob,-13.501881141662597,2026-06-04 14:18:24,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k64,n_items,400,2026-06-04 14:18:24,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k256,accuracy,0.0425,2026-06-04 14:18:46,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k256,mean_margin,-1.6232724070549012,2026-06-04 14:18:46,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k256,median_margin,-1.5978631973266602,2026-06-04 14:18:46,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k256,mean_gold_logprob,-13.504302897453307,2026-06-04 14:18:46,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,post_degradation_k256,n_items,400,2026-06-04 14:18:46,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step0,0,2,factual_association,cell_complete,cell_complete,1.0,2026-06-04 14:18:46,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,base,accuracy,0.215,2026-06-04 14:19:08,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,base,mean_margin,-0.7807612299919129,2026-06-04 14:19:08,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,base,median_margin,-0.793670654296875,2026-06-04 14:19:08,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,base,mean_gold_logprob,-11.68322879076004,2026-06-04 14:19:08,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,base,n_items,400,2026-06-04 14:19:08,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_injection,accuracy,0.0125,2026-06-04 14:19:39,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_injection,mean_margin,-2.779793927669525,2026-06-04 14:19:39,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_injection,median_margin,-2.808216094970703,2026-06-04 14:19:39,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_injection,mean_gold_logprob,-14.128226718902589,2026-06-04 14:19:39,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_injection,n_items,400,2026-06-04 14:19:39,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_continuation,accuracy,0.0325,2026-06-04 14:20:12,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_continuation,mean_margin,-1.9735727357864379,2026-06-04 14:20:12,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_continuation,median_margin,-2.039440155029297,2026-06-04 14:20:12,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_continuation,mean_gold_logprob,-14.027765133380889,2026-06-04 14:20:12,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_continuation,n_items,400,2026-06-04 14:20:12,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k4,accuracy,0.0125,2026-06-04 14:20:35,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k4,mean_margin,-2.82855429649353,2026-06-04 14:20:35,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k4,median_margin,-2.876556396484375,2026-06-04 14:20:35,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k4,mean_gold_logprob,-14.002029755115508,2026-06-04 14:20:35,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k4,n_items,400,2026-06-04 14:20:35,4,1
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k16,accuracy,0.0125,2026-06-04 14:20:58,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k16,mean_margin,-2.8064780497550963,2026-06-04 14:20:58,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k16,median_margin,-2.8465843200683594,2026-06-04 14:20:58,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k16,mean_gold_logprob,-14.03241268634796,2026-06-04 14:20:58,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k16,n_items,400,2026-06-04 14:20:58,16,2
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k64,accuracy,0.01,2026-06-04 14:21:20,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k64,mean_margin,-2.9207227861881258,2026-06-04 14:21:20,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k64,median_margin,-2.95040225982666,2026-06-04 14:21:20,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k64,mean_gold_logprob,-13.211908133029938,2026-06-04 14:21:20,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k64,n_items,400,2026-06-04 14:21:20,64,8
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k256,accuracy,0.015,2026-06-04 14:21:43,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k256,mean_margin,-2.639543342590332,2026-06-04 14:21:43,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k256,median_margin,-2.6756019592285156,2026-06-04 14:21:43,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k256,mean_gold_logprob,-14.399301800727844,2026-06-04 14:21:43,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,post_degradation_k256,n_items,400,2026-06-04 14:21:43,256,32
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,0,factual_association,cell_complete,cell_complete,1.0,2026-06-04 14:21:43,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,1,factual_association,base,accuracy,0.1925,2026-06-04 14:22:05,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,1,factual_association,base,mean_margin,-0.8046751976013183,2026-06-04 14:22:05,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,1,factual_association,base,median_margin,-0.8032684326171875,2026-06-04 14:22:05,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,1,factual_association,base,mean_gold_logprob,-11.719195618629456,2026-06-04 14:22:05,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,1,factual_association,base,n_items,400,2026-06-04 14:22:05,,
e3_factual_160m_mvp,EleutherAI/pythia-160m-deduped,step128,128,1,factual_association,post_injection,accuracy,0.0025,2026-06-04 14:22:36,,
